,Name,Age,Height_in_cms,Weight_in_kgs,BP,Attacking,Skill,Movement,Power,Mentality,Defending,Goalkeeping,ST,LW,CF,RW,CAM,LM,CM,RM,LWB,CDM,RWB,LB,CB,RB,GK,OVA
197,B. Pavard,24,185.42,75.60000000000001,CB,350,338,349,364,332,241,53,66,68,67,68,69,71,73,71,78,79,78,79,80,79,18,81
198,Edi Semedo,21,180.34,65.7,RM,258,277,372,235,194,66,60,57,64,61,64,61,63,53,63,48,41,48,45,34,45,17,64
199,E. Kalinski,33,182.88,85.5,CDM,304,358,310,367,329,208,50,64,66,67,66,69,69,73,69,70,73,70,70,72,70,15,74
200,Y. Kobayashi,19,185.42,74.25,CB,236,247,284,264,239,178,46,49,49,49,49,51,50,54,50,56,59,56,57,60,57,14,60
201,B. Traoré,18,182.88,66.60000000000001,CDM,241,280,292,251,264,179,59,51,53,53,53,55,55,58,55,56,59,56,56,58,56,16,58
202,A. Vogler,17,180.34,74.25,CAM,214,226,299,258,222,122,50,47,48,48,48,50,49,50,49,47,48,47,46,46,46,14,50
203,A. Sejdič,23,177.8,71.55,CAM,250,275,306,285,259,138,44,53,56,55,56,57,56,56,56,53,53,53,52,50,52,14,57
204,R. Lod,27,180.34,81.45,LM,329,347,353,341,296,155,53,69,70,70,70,70,69,68,69,62,61,62,60,57,60,17,70
205,O. Ba,24,193.04,83.25,CB,210,204,307,302,247,204,60,46,44,44,44,44,47,49,47,59,61,59,62,69,62,17,69
206,Famana Quizera,18,170.18,64.35000000000001,CAM,271,316,337,257,255,113,51,57,62,61,62,62,62,59,62,52,50,52,49,43,49,15,62
207,K. Holzweiler,25,165.1,59.4,CAM,264,292,424,290,225,72,33,59,66,64,66,64,64,57,64,50,44,50,47,34,47,13,65
208,J. Martínez,17,172.72,62.550000000000004,CDM,198,223,288,244,214,160,48,46,46,47,46,48,48,50,48,51,53,51,52,53,52,15,54
209,A. Aktaş,20,177.8,69.3,CAM,249,278,291,246,235,133,48,52,53,54,53,55,55,54,55,49,49,49,48,45,48,13,55
210,Mingotes,24,185.42,79.2,CB,229,232,297,290,273,199,62,51,51,51,51,50,52,51,52,60,59,60,62,66,62,18,64
211,A. Claude-Maurice,22,175.26,63.45,CAM,308,348,417,350,284,129,68,70,75,74,75,75,74,70,74,63,59,63,60,51,60,20,75
212,C. Burgess,27,195.57999999999998,83.25,CB,199,222,259,296,230,194,43,44,43,44,43,45,47,51,47,56,61,56,58,65,58,14,66
213,J. Bellingham,17,180.34,71.55,CAM,297,314,370,322,305,161,48,66,70,70,70,70,70,69,70,65,64,65,63,58,63,16,69
214,Mora,37,182.88,72.45,CM,287,367,270,310,342,187,60,58,61,61,61,66,62,70,62,62,69,62,60,62,60,17,70
215,S. Sidibe,19,172.72,69.3,LM,272,287,355,260,219,95,41,58,61,60,61,59,60,52,60,47,42,47,45,38,45,12,61
216,M. Diallo,25,177.8,71.55,ST,257,259,338,278,208,55,45,58,57,58,57,57,55,50,55,39,37,39,37,33,37,14,58
217,H. El-Helwe,25,187.96,77.4,CAM,285,309,348,313,232,100,56,63,65,64,65,63,63,57,63,50,47,50,48,43,48,16,63
218,U. Đurđević,26,180.34,79.2,ST,306,292,359,357,309,69,49,69,65,67,65,65,64,59,64,49,50,49,47,46,47,16,69
219,Y. Abdelhamid,32,190.5,82.35000000000001,CB,228,298,222,325,283,234,60,53,50,54,50,56,55,65,55,66,75,66,67,77,67,18,77
220,C. Harkin,24,180.34,74.25,RM,266,290,318,311,274,160,59,57,59,59,59,59,60,59,60,59,58,59,58,56,58,16,59
221,Fernandão,31,193.04,87.3,ST,325,284,242,342,319,66,52,72,61,67,61,64,59,59,59,43,49,43,42,48,42,17,73
222,K. Lafferty,32,193.04,87.3,ST,319,302,296,349,303,96,51,66,63,64,63,62,62,57,62,49,49,49,48,48,48,17,66
223,V. Odjidja-Ofoe,31,182.88,78.3,CM,369,370,318,377,362,205,59,72,73,73,73,74,74,76,74,73,74,73,71,71,71,18,76
224,L. Paredes,26,180.34,74.25,CM,347,396,359,383,386,232,48,73,75,76,75,77,76,79,76,77,79,77,76,76,76,17,79
225,Riqui Puig,20,170.18,55.35,CAM,308,360,374,301,317,167,62,65,72,71,72,75,73,75,73,66,69,66,63,60,63,19,75
226,M. López,20,175.26,66.60000000000001,LB,274,283,348,284,279,172,37,55,58,56,58,57,60,58,60,61,59,61,61,59,61,13,63
227,L. Canotto,26,177.8,70.65,RM,283,275,329,266,276,115,47,61,64,63,64,63,64,59,64,53,51,53,50,45,50,15,65
228,M. Langerak,31,193.04,77.4,GK,102,95,196,185,115,46,334,25,25,27,25,29,27,29,27,26,27,26,25,24,25,69,70
229,A. Beiranvand,27,193.04,80.55,GK,64,76,212,229,102,50,355,26,23,24,23,24,24,26,24,25,27,25,25,28,25,72,73
230,Y. Mutō,27,177.8,71.55,RW,355,316,375,331,295,106,59,72,73,73,73,72,72,65,72,57,54,57,55,50,55,18,72
231,M. Philipp,24,182.88,78.3,ST,358,361,399,356,319,126,49,77,79,79,79,79,77,72,77,62,60,62,59,53,59,17,78
232,M. Rusike,30,180.34,76.5,RW,299,278,347,321,265,61,56,64,65,64,65,63,63,57,63,47,45,47,44,39,44,17,64
233,M. Gatto,21,182.88,73.35000000000001,RM,267,316,332,287,217,66,45,57,61,60,61,60,62,57,62,47,44,47,43,35,43,14,61
234,B. Watson,34,180.34,79.2,CDM,324,341,272,334,343,203,47,62,62,63,62,64,63,67,63,65,69,65,64,67,64,15,70
235,S. Naismith,32,177.8,71.55,ST,350,329,345,381,376,176,56,71,70,71,70,71,70,71,70,66,69,66,66,68,66,18,72
236,M. Pettersen,21,190.5,84.15,GK,56,63,176,185,76,35,304,20,17,19,17,19,18,20,18,17,19,17,17,20,17,60,61
237,S. Pérez,27,175.26,71.55,CM,237,278,290,280,300,167,60,59,64,65,64,68,64,69,64,61,65,61,59,56,59,19,69
238,K. Askildsen,19,190.5,76.5,CM,242,270,299,269,247,165,46,51,54,54,54,56,56,57,56,57,57,57,57,55,57,15,57
239,A. Hartridge,21,182.88,69.3,LB,188,188,321,258,216,165,47,43,46,43,46,43,47,43,47,53,50,53,55,54,55,13,57
240,L. Jürgensen,22,193.04,81.45,CB,177,198,272,268,231,177,52,43,43,44,43,46,46,49,46,53,57,53,55,61,55,15,61
241,N. Patterson,18,177.8,65.7,RB,202,209,316,210,243,173,44,41,50,46,50,49,52,49,52,54,50,54,54,52,54,13,56
242,Pedro Amaral,22,177.8,71.55,LB,243,293,345,317,278,207,39,59,61,60,61,59,62,60,62,68,64,68,68,66,68,15,70
243,Salvi Sánchez,29,175.26,63.45,RM,303,343,412,300,294,115,44,65,72,70,72,71,73,66,73,60,55,60,57,46,57,15,74
244,R. Rúnarsson,25,185.42,75.60000000000001,GK,78,91,250,225,112,46,352,29,27,28,27,27,28,26,28,26,24,26,26,25,26,69,70
245,S. Makienok,29,200.66,93.15,ST,307,260,199,349,277,71,54,66,56,61,56,59,55,56,55,42,47,42,40,46,40,16,66
246,Eduardo Quaresma,18,185.42,75.60000000000001,CB,224,231,287,263,252,219,46,49,48,49,48,50,50,54,50,61,65,61,64,72,64,16,72
247,Lee Sang Ki,24,177.8,78.3,RM,274,247,362,345,311,172,39,61,64,63,64,63,65,62,65,64,61,64,62,58,62,14,64
248,M. Terrazzino,29,177.8,73.35000000000001,LM,312,339,360,286,302,85,58,63,69,68,69,69,69,65,69,56,54,56,52,45,52,18,70
249,I. Hutchinson,20,177.8,69.3,RM,249,277,355,303,253,137,45,57,61,60,61,60,61,58,61,55,52,55,54,48,54,14,58
250,R. Germain,25,182.88,74.25,ST,298,213,351,329,251,101,45,65,61,62,61,59,60,53,60,49,46,49,48,47,48,14,65
251,J. Fabri,26,182.88,79.2,GK,88,101,260,202,106,45,329,30,27,28,27,26,27,25,27,26,26,26,26,27,26,66,67
252,E. Andrada,29,193.04,82.35000000000001,GK,97,106,240,239,140,59,403,32,29,32,29,33,32,35,32,31,34,31,30,30,30,80,81
253,L. Koopmans,26,190.5,82.35000000000001,GK,87,113,223,207,127,34,331,29,27,29,27,29,28,30,28,24,28,24,24,26,24,66,67
254,C. Horgan,25,172.72,71.55,RB,222,253,329,256,277,178,59,49,55,53,55,55,58,56,58,60,59,60,60,59,60,17,62
255,Julio,18,177.8,69.3,ST,267,231,321,278,224,41,57,59,57,58,57,56,55,48,55,39,35,39,37,32,37,17,60
256,Y. Coulibaly,25,175.26,67.5,LWB,235,243,394,301,252,188,51,53,59,55,59,56,61,57,61,66,62,66,65,61,65,15,67
257,G. Donnarumma,21,195.57999999999998,89.10000000000001,GK,78,106,281,253,144,50,418,33,33,34,33,35,33,33,33,30,32,30,30,31,30,84,85
258,G. Donyoh,25,177.8,70.65,LM,315,299,401,337,246,67,51,67,69,67,69,66,68,57,68,51,44,51,48,39,48,16,67
259,E. Quiñones,31,172.72,77.4,RM,294,305,374,354,288,92,53,67,67,67,67,65,66,59,66,53,51,53,50,46,50,16,67
260,M. Bakker,20,185.42,73.35000000000001,CB,265,277,350,298,272,204,49,55,60,57,60,59,62,61,62,67,66,67,67,68,67,15,69
261,B. McKay,25,172.72,72.45,CAM,279,328,409,277,268,108,58,62,70,67,70,69,68,63,68,58,52,58,55,43,55,17,69
262,V. Loroña B,21,180.34,74.25,RB,276,287,367,280,283,198,44,57,62,59,62,60,64,61,64,67,65,67,67,67,67,14,69
263,V. Adeboyejo,22,177.8,62.550000000000004,ST,260,234,347,327,234,69,55,59,58,58,58,57,57,50,57,44,41,44,42,39,42,15,59
264,S. Klaiber,25,182.88,75.60000000000001,RB,319,332,362,397,342,219,70,69,69,70,69,70,71,71,71,74,73,74,74,73,74,21,76
265,N. Seiwald,19,177.8,69.3,CM,280,311,323,315,295,176,41,58,61,60,61,62,61,63,61,61,62,61,61,60,61,14,63
266,M. Bakalorz,30,180.34,77.4,CB,292,283,335,379,345,209,64,65,61,64,61,64,62,66,62,65,69,65,66,71,66,20,70
267,F. Gorriarán,25,167.64000000000001,67.5,CM,339,351,383,362,348,200,46,69,73,72,73,74,74,75,74,73,72,73,71,67,71,16,75
268,A. Diakhaby,23,182.88,73.35000000000001,ST,331,296,389,317,245,55,44,69,70,69,70,68,69,59,69,49,43,49,46,38,46,15,70
269,I. Marega,22,195.57999999999998,97.2,CDM,216,241,210,315,262,186,55,50,46,49,46,52,50,58,50,56,64,56,57,64,57,15,64
270,A. Hansen,30,187.96,86.4,GK,89,115,240,237,154,56,367,30,30,32,30,35,32,37,32,28,34,28,27,31,27,73,74
271,B. Vincent B,24,180.34,78.3,LB,250,281,332,328,312,191,47,56,59,58,59,59,62,61,62,66,64,66,66,65,66,15,67
272,Pepê,20,170.18,67.5,CAM,265,305,325,282,259,118,50,56,60,60,60,61,61,59,61,52,52,52,50,45,50,16,62
273,N. El Zhar,31,170.18,65.7,CAM,335,354,376,344,313,108,54,71,76,75,76,75,75,70,75,60,57,60,56,48,56,17,76
274,B. Celina,23,180.34,65.7,CAM,304,356,376,314,272,68,58,67,72,71,72,72,71,65,71,51,49,51,47,38,47,17,72
275,K. Chinen,25,177.8,72.45,ST,297,284,361,333,258,54,45,68,66,67,66,65,64,57,64,46,43,46,43,40,43,16,68
276,M. Roffo,20,182.88,80.55,GK,71,71,190,182,108,42,318,21,20,21,20,22,21,23,21,21,23,21,21,23,21,63,64
277,P. Pfeiffer,20,195.57999999999998,90.45,CB,221,202,252,258,209,192,56,46,44,44,44,43,45,46,45,55,57,55,57,64,57,16,64
278,M. Harris,21,182.88,74.25,CAM,246,263,317,291,236,130,50,55,57,57,57,58,57,55,57,50,49,50,49,46,49,14,55
279,M. Locatelli,22,180.34,69.3,CDM,337,357,308,348,343,231,59,67,69,69,69,72,71,75,71,74,77,74,74,74,74,19,78
280,S. Scougall,26,170.18,56.7,LM,290,290,368,324,302,131,48,62,67,65,67,66,68,64,68,61,60,61,58,53,58,14,65
281,R. González,26,175.26,77.4,CDM,261,292,310,312,300,190,60,58,60,60,60,62,62,65,62,64,67,64,64,66,64,18,65
282,S. Keita,19,172.72,66.60000000000001,CAM,275,267,344,256,234,73,48,60,64,62,64,63,63,56,63,46,43,46,43,36,43,14,63
283,L. Bryon,19,185.42,81.45,CB,199,188,271,246,225,168,47,45,45,45,45,46,47,48,47,53,54,53,54,56,54,15,57
284,J. Meneses,27,162.56,57.6,LM,309,315,402,336,287,105,52,68,73,71,73,71,73,65,73,58,54,58,55,46,55,17,74
285,F. Fragueda,19,190.5,77.4,GK,65,66,169,189,100,29,295,21,20,21,20,22,21,22,21,19,21,19,19,22,19,58,59
286,I. Voca,23,180.34,73.35000000000001,CDM,279,296,327,318,291,217,62,60,62,62,62,64,64,67,64,67,69,67,68,69,68,18,70
287,L. Kelly,24,162.56,73.35000000000001,CAM,295,338,378,280,291,176,70,60,66,64,66,67,66,66,66,63,61,63,62,54,62,20,66
288,L. Ramos,30,185.42,83.25,ST,327,279,328,359,298,83,56,70,65,67,65,66,63,59,63,47,49,47,45,48,45,17,70
289,A. Sienra,20,170.18,71.55,LB,248,253,345,279,250,183,51,52,57,54,57,55,59,56,59,62,59,62,62,60,62,16,64
290,S. Sarıoğlu,32,170.18,64.35000000000001,RWB,284,327,381,343,330,196,43,62,67,65,67,65,68,66,68,70,68,70,68,64,68,15,69
291,C. Chaplin,23,167.64000000000001,68.4,ST,304,316,392,341,265,106,65,68,68,68,68,67,66,61,66,54,50,54,52,46,52,20,68
292,N. Poulsen,26,180.34,78.3,CDM,260,314,318,320,320,201,56,56,60,60,60,62,64,66,64,68,70,68,67,68,67,17,71
293,Taison,32,172.72,74.25,LM,362,379,431,373,329,131,53,77,81,80,81,81,80,76,80,67,64,67,64,56,64,18,81
294,Fábio Vieira,20,175.26,62.550000000000004,CAM,290,333,337,278,236,91,48,61,65,65,65,66,65,62,65,50,48,50,47,39,47,15,66
295,N. Blandi,30,180.34,75.60000000000001,ST,354,303,331,385,291,90,68,73,67,69,67,66,66,63,66,54,53,54,52,50,52,20,73
296,J. Dompé,24,170.18,64.35000000000001,RM,321,372,384,345,284,107,50,65,71,69,71,69,70,65,70,57,54,57,54,46,54,16,71
297,Y. Stark,29,185.42,80.55,CDM,314,314,334,384,331,206,44,65,64,65,64,65,65,67,65,68,69,68,68,70,68,14,70
298,Yang Xu,33,187.96,79.2,ST,291,296,302,339,255,79,50,64,58,61,58,59,58,54,58,44,44,44,43,44,43,16,64
299,T. Hájek,28,187.96,76.5,CB,207,204,269,269,190,205,51,42,39,40,39,42,43,49,43,57,61,57,60,65,60,17,65
300,Rafinha,27,175.26,70.65,CAM,361,381,372,360,345,206,52,75,79,79,79,80,77,79,77,72,73,72,70,68,70,17,79
301,C. Haas,27,190.5,82.35000000000001,GK,68,68,169,173,85,34,306,22,19,21,19,21,21,23,21,19,22,19,19,21,19,61,62
302,L. Vigouroux,26,193.04,76.5,GK,96,85,241,205,98,45,310,26,25,25,25,24,26,23,26,25,24,25,24,24,24,61,62
303,E. List,23,175.26,73.35000000000001,RM,245,250,384,351,211,87,53,60,61,60,61,58,61,51,61,49,41,49,47,40,47,14,60
304,J. Cuffaut B,32,180.34,73.35000000000001,CB,261,281,351,325,287,202,49,54,58,56,58,57,61,61,61,68,67,68,68,68,68,16,68
305,M. Lopez,24,172.72,71.55,RB,258,267,364,306,311,183,49,58,58,59,58,60,60,61,60,62,63,62,63,61,63,16,64
306,E. Fernández,31,182.88,79.2,CB,263,222,309,260,265,205,49,55,53,53,53,54,55,59,55,64,68,64,66,70,66,16,70
307,B. Brereton,21,187.96,74.25,ST,309,283,365,295,292,115,57,67,67,66,67,65,66,59,66,56,52,56,55,50,55,17,67
308,B. Limbombe,19,172.72,72.45,LW,238,255,366,244,187,60,43,51,60,56,60,57,58,49,58,44,37,44,40,29,40,12,60
309,J. Roye,29,175.26,67.5,CAM,310,341,350,332,333,139,63,65,67,67,67,68,68,68,68,62,62,62,60,55,60,18,69
310,M. Niakhaté,24,190.5,85.5,CB,284,264,338,317,270,225,44,56,59,56,59,58,62,62,62,71,71,71,72,75,72,16,75
311,J. Pourtau,20,193.04,86.4,GK,59,66,155,190,99,39,308,18,15,17,15,18,17,21,17,18,22,18,18,21,18,61,62
312,C. Rentería,22,175.26,69.3,CDM,227,269,297,335,286,183,56,54,55,57,55,58,57,63,57,61,65,61,61,63,61,19,64
313,M. Gabbiadini,28,180.34,74.25,CF,359,375,331,355,298,65,44,75,74,76,74,74,73,67,73,51,50,51,47,43,47,16,75
314,M. Ali,19,182.88,77.4,ST,271,258,347,322,257,36,53,62,62,63,62,62,60,54,60,43,40,43,40,35,40,16,63
315,C. Gamboa,30,175.26,74.25,RB,278,322,409,349,317,197,56,61,66,64,66,65,68,65,68,69,66,69,68,66,68,17,70
316,J. Kerr,23,182.88,74.25,CB,236,262,320,329,281,202,65,55,53,54,53,55,56,58,56,61,64,61,62,68,62,18,68
317,Jaume,29,185.42,72.45,GK,107,115,307,249,130,54,387,32,32,32,32,33,34,32,34,33,32,33,33,30,33,77,78
318,Verza,33,180.34,77.4,CM,312,369,256,323,341,185,62,61,61,62,61,64,61,66,61,61,65,61,60,62,60,17,66
319,L. Edwards,23,190.5,79.2,CB,195,191,257,269,212,182,56,41,39,40,39,39,42,43,42,52,53,52,54,58,54,15,58
320,O. Pineda,24,170.18,62.550000000000004,CAM,312,344,412,350,335,193,56,68,73,72,73,73,73,72,73,71,69,71,69,63,69,18,74
321,S. Gigot,26,187.96,82.35000000000001,CB,285,260,327,311,316,234,59,57,59,57,59,59,62,65,62,72,74,72,74,78,74,19,78
322,J. Altidore,30,182.88,78.3,ST,335,332,319,370,329,73,63,74,68,71,68,69,66,63,66,49,52,49,47,50,47,19,74
323,N. Penneteau,39,185.42,77.4,GK,87,81,193,206,141,43,359,27,25,27,25,29,26,30,26,24,29,24,24,28,24,72,73
324,N. Pareja,34,180.34,73.35000000000001,CB,319,356,244,315,328,225,70,61,59,61,59,62,59,67,59,65,73,65,66,75,66,21,76
325,D. Warmerdam,24,180.34,65.7,LB,305,333,364,380,311,194,57,65,67,67,67,67,68,67,68,69,68,69,69,67,69,18,71
326,A. Zhirov,29,193.04,88.2,CB,213,190,238,282,256,210,51,45,40,41,40,41,43,47,43,57,62,57,60,71,60,17,71
327,F. Cuvelier,25,175.26,75.60000000000001,CAM,288,315,353,315,301,169,51,61,63,63,63,64,63,63,63,61,60,61,60,58,60,17,64
328,M. Sipľak,24,182.88,79.2,LWB,249,237,337,281,247,193,52,52,58,54,58,56,60,57,60,65,62,65,64,64,64,16,66
329,F. Beijmo,22,185.42,76.5,RB,231,267,361,307,233,189,37,53,56,53,56,53,58,54,58,65,60,65,65,63,65,13,67
330,K. Aktürkoğlu,21,172.72,70.65,CAM,279,298,376,276,248,114,47,62,67,66,67,66,66,59,66,53,48,53,51,41,51,13,67
331,N. Bishop,19,185.42,71.55,GK,66,87,174,183,91,40,314,21,20,21,20,22,21,23,21,20,23,20,19,21,19,62,63
332,S. Barreto,21,182.88,77.4,CB,197,188,292,286,236,194,59,45,43,44,43,43,45,47,45,57,58,57,60,64,60,17,64
333,R. Edwards,24,175.26,65.7,LM,289,289,365,307,294,179,50,60,64,62,64,63,64,61,64,62,60,62,62,60,62,15,65
334,J. Ward,30,187.96,82.35000000000001,RB,298,279,320,328,323,233,43,63,65,64,65,65,66,69,66,73,74,73,74,75,74,16,76
335,K. Bauernfeind,18,177.8,71.55,CAM,247,269,316,283,235,132,48,53,56,56,56,58,58,56,58,51,50,51,49,45,49,13,56
336,F. Helander,27,193.04,83.25,CB,205,233,256,294,254,223,56,48,44,46,44,46,46,51,46,59,64,59,62,72,62,18,72
337,I. Ilić,19,187.96,74.25,CAM,249,294,327,327,284,148,53,59,60,61,60,62,61,61,61,56,58,56,55,54,55,16,61
338,J. Malone,20,172.72,71.55,CAM,232,245,317,278,239,141,63,51,53,53,53,54,54,54,54,52,52,52,52,49,52,18,54
339,M. Kramer,31,195.57999999999998,79.2,ST,320,249,248,310,267,95,65,66,58,62,58,60,58,58,58,46,49,46,46,47,46,19,66
340,E. Lamela,28,182.88,79.2,RM,379,409,382,352,375,161,57,77,80,80,80,80,79,77,79,68,68,68,66,63,66,19,80
341,C. Daniels,32,177.8,74.25,LB,324,353,325,329,347,224,56,65,68,68,68,69,69,70,69,71,71,71,71,71,71,18,72
342,D. Longe-King,25,193.04,85.5,CB,177,168,261,260,193,157,46,38,37,36,37,37,40,41,40,49,50,49,51,55,51,12,55
343,J. Serra,22,193.04,86.4,ST,315,221,282,354,272,106,44,69,61,64,61,60,59,54,59,49,47,49,48,50,48,15,69
344,Melvin Parrela,20,187.96,87.3,CB,348,350,351,385,367,243,55,73,70,72,70,72,71,75,71,74,78,74,75,80,75,17,79
345,J. Monsario,35,185.42,82.35000000000001,CB,251,208,197,317,282,221,56,52,42,45,42,44,45,52,45,61,68,61,64,76,64,18,76
346,L. Yamaguchi,21,185.42,72.45,GK,66,80,164,163,89,31,320,21,19,21,19,21,20,23,20,19,22,19,18,19,18,62,63
347,Ferro,23,190.5,77.4,CB,231,254,274,346,304,234,49,58,53,57,53,57,57,65,57,67,74,67,69,77,69,17,77
348,J. Blackman,26,198.12,92.25,GK,104,96,187,213,108,42,340,27,23,25,23,26,24,27,24,22,26,22,21,25,21,68,69
349,J. Joronen,27,198.12,88.2,GK,78,83,248,194,129,47,366,29,26,28,26,27,27,27,27,26,27,26,26,27,26,74,75
350,M. El-Munir,28,177.8,75.60000000000001,LB,227,274,361,256,280,201,48,51,61,57,61,59,63,60,63,68,65,68,68,65,68,16,70
351,V. Vada,24,175.26,70.65,CM,332,362,351,327,338,197,58,67,70,70,70,71,71,72,71,70,71,70,68,67,68,18,72
352,A. Dzagoev,30,177.8,74.25,CM,351,368,365,357,360,210,63,72,74,75,74,75,74,75,74,72,72,72,72,70,72,20,76
353,C. Antwi,20,170.18,67.5,LB,244,249,397,288,261,162,54,54,59,56,59,57,59,55,59,60,57,60,60,58,60,15,62
354,Mário Rui,29,170.18,66.60000000000001,LB,293,358,418,375,332,221,49,61,70,67,70,70,73,72,73,78,74,78,77,71,77,17,79
355,Y. Mulumbu,33,175.26,75.60000000000001,CM,286,300,309,333,316,196,69,64,63,65,63,65,64,67,64,64,67,64,64,67,64,20,67
356,Camarasa,26,182.88,76.5,CM,339,366,336,373,363,211,53,72,73,74,73,74,73,75,73,71,73,71,70,70,70,17,75
357,O. Kabak,20,185.42,85.5,CB,239,276,349,307,286,230,44,57,58,59,58,61,61,65,61,67,73,67,69,77,69,16,77
358,Pedro Augusto,23,180.34,70.65,CDM,245,283,315,298,277,193,52,54,56,56,56,59,59,62,59,60,63,60,61,62,61,16,62
359,W. Cartagena,25,180.34,76.5,CDM,250,297,332,340,283,181,58,56,58,58,58,60,60,62,60,62,64,62,62,63,62,17,65
360,D. Kiki,25,180.34,75.60000000000001,LWB,277,270,326,317,265,177,60,57,59,57,59,57,60,58,60,63,61,63,62,62,62,17,63
361,S. Hakšabanovič,21,172.72,73.35000000000001,CAM,295,343,375,330,269,80,53,65,71,70,71,71,70,65,70,54,50,54,50,40,50,18,71
362,David López,30,182.88,80.55,CB,317,303,279,353,336,229,54,66,63,66,63,67,65,71,65,70,75,70,71,77,71,18,76
363,F. Lepore,34,177.8,71.55,RB,279,304,350,316,301,165,48,58,62,60,62,61,63,61,63,64,61,64,63,58,63,15,65
364,Ryang Yong Gi,38,172.72,71.55,CAM,284,323,256,267,266,105,63,57,60,60,60,62,59,62,59,50,52,50,47,45,47,17,60
365,F. Navarro,20,170.18,68.4,CDM,268,285,331,281,316,197,47,57,62,61,62,63,63,64,63,65,66,65,65,63,65,15,64
366,J. Christjansen,31,182.88,74.25,CM,299,284,344,349,328,174,49,65,64,65,64,65,66,66,66,64,65,64,64,64,64,16,67
367,M. Sündermann,22,185.42,78.3,GK,53,64,222,221,74,26,287,23,19,20,19,20,20,19,20,19,19,19,19,21,19,57,58
368,A. Meroni,22,187.96,79.2,CB,216,183,283,316,252,193,60,48,43,44,43,43,45,47,45,56,58,56,58,65,58,17,66
369,Ricardo Bueno,27,185.42,81.45,ST,303,296,342,318,263,73,60,65,64,65,64,62,62,56,62,48,46,48,47,44,47,18,65
370,D. Iorfa,25,193.04,77.4,CB,261,244,329,269,289,212,52,58,61,59,61,59,63,61,63,69,68,69,70,71,70,17,71
371,L. Meisl,21,182.88,79.2,CB,191,194,270,289,217,196,44,42,42,42,42,44,44,50,44,56,60,56,59,65,59,15,65
372,M. Minchev,19,182.88,77.4,CAM,267,268,357,285,267,76,52,60,63,63,63,62,62,55,62,49,44,49,46,37,46,16,63
373,M. Urruti,29,182.88,74.25,CF,308,326,362,341,326,169,53,67,68,69,68,69,68,68,68,64,64,64,63,60,63,16,69
374,M. Vázquez,25,175.26,70.65,CAM,244,283,361,279,223,131,53,57,62,61,62,63,61,59,61,51,50,51,49,45,49,16,64
375,M. Moreno,26,172.72,64.35000000000001,CAM,305,377,430,347,330,169,52,69,76,75,76,76,76,75,76,69,68,69,67,60,67,16,75
376,F. Andrada,26,180.34,75.60000000000001,ST,308,314,348,365,266,65,46,67,65,66,65,66,65,60,65,49,47,49,46,41,46,16,67
377,A. Chalá,24,177.8,69.3,LB,255,252,381,304,315,194,44,59,62,61,62,61,64,60,64,66,63,66,67,64,67,14,69
378,B. Jones,38,193.04,86.4,GK,86,83,235,244,137,43,352,31,28,30,28,28,30,27,30,29,28,29,29,29,29,71,72
379,S. Gularte,30,180.34,77.4,ST,284,243,336,344,218,75,53,66,61,63,61,61,60,54,60,44,43,44,42,41,42,16,66
380,A. Mooy,29,172.72,71.55,CM,338,375,345,371,365,213,54,69,73,73,73,75,74,76,74,73,75,73,71,70,71,18,76
381,S. Uçan,26,182.88,71.55,CAM,339,350,350,326,341,187,48,69,70,71,70,71,69,70,69,66,67,66,66,65,66,17,70
382,S. Dursun,28,190.5,79.2,ST,328,305,311,327,288,81,51,72,66,69,66,65,64,58,64,47,47,47,45,46,45,16,72
383,J. Bořil,29,175.26,74.25,LB,331,323,386,368,350,227,51,68,70,69,70,70,73,72,73,76,76,76,76,76,76,18,78
384,G. Gardner,28,185.42,81.45,CM,343,352,288,364,338,192,59,66,64,65,64,65,66,69,66,67,69,67,67,67,67,18,69
385,S. Brown,35,175.26,79.2,CDM,286,310,335,372,328,227,57,62,63,63,63,65,64,68,64,71,74,71,70,73,70,17,75
386,L. Vácha,30,175.26,71.55,CDM,301,334,342,345,328,189,33,60,63,62,63,64,63,65,63,64,66,64,64,65,64,13,67
387,Y. Larouci,19,175.26,68.4,LB,246,261,343,286,258,171,42,55,59,57,59,57,59,55,59,59,56,59,59,57,59,14,61
388,S. Davis,27,182.88,74.25,CM,317,354,347,347,318,196,47,65,67,67,67,68,69,69,69,69,69,69,68,67,68,16,69
389,Hélton Celanova,28,180.34,91.35000000000001,ST,339,304,297,373,287,41,61,72,65,69,65,68,63,62,63,43,46,43,40,41,40,17,72
390,R. Smallwood,29,180.34,71.55,CDM,286,276,310,326,312,195,58,59,58,58,58,59,59,61,59,64,65,64,64,66,64,17,66
391,Reynaldo,23,185.42,83.25,LB,220,239,322,241,249,188,62,47,52,48,52,48,54,50,54,60,56,60,61,58,61,17,63
392,B. Verstraete,26,175.26,60.300000000000004,CDM,300,337,355,361,355,210,61,63,65,65,65,66,67,69,67,71,71,71,71,70,71,18,72
393,Jonatan Soriano,34,180.34,71.55,CAM,346,383,335,349,331,71,43,71,71,72,71,73,70,68,70,53,54,53,49,47,49,16,71
394,S. Feghouli,30,175.26,74.25,RM,348,368,402,358,330,93,48,74,79,78,79,78,78,72,78,61,57,61,57,49,57,17,79
